loss       nn_bpp     psnr_y_db  psnr_u_db  psnr_v_db  latent_bpp dist_db    psnr_db    rate_bpp   lmbda      time_sec   itr        mac_decoded_pixel residue_bpp motion_bpp alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order frame_offset seq_name   residue_arm_weight_rate_bpp residue_arm_bias_rate_bpp residue_ifce_weight_rate_bpp residue_ifce_bias_rate_bpp residue_upsampling_weight_rate_bpp residue_upsampling_bias_rate_bpp residue_synthesis_weight_rate_bpp residue_synthesis_bias_rate_bpp motion_arm_weight_rate_bpp motion_arm_bias_rate_bpp motion_ifce_weight_rate_bpp motion_ifce_bias_rate_bpp motion_upsampling_weight_rate_bpp motion_upsampling_bias_rate_bpp motion_synthesis_weight_rate_bpp motion_synthesis_bias_rate_bpp 
0.342945   0.000749   36.296402  39.640799  38.872261  0.000218   37.074701  37.074701  0.000967   0.151875   471.0      2200       898.612644 0.000016   0.000202   1.000      0.500      38.025     36.971     880x1168   1027840    25         26         0          video0_1168x880_20p_yuv420_8b 0.000003   0.000000   0.000000   0.000000   0.000000   0.000000   0.000003   0.000003   0.000026   0.000008   0.000000   0.000000   0.000050   0.000000   0.000630   0.000026   
