loss       nn_bpp     psnr_y_db  psnr_u_db  psnr_v_db  latent_bpp dist_db    psnr_db    rate_bpp   lmbda      time_sec   itr        mac_decoded_pixel residue_bpp motion_bpp alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order frame_offset seq_name   residue_arm_weight_rate_bpp residue_arm_bias_rate_bpp residue_ifce_weight_rate_bpp residue_ifce_bias_rate_bpp residue_upsampling_weight_rate_bpp residue_upsampling_bias_rate_bpp residue_synthesis_weight_rate_bpp residue_synthesis_bias_rate_bpp motion_arm_weight_rate_bpp motion_arm_bias_rate_bpp motion_ifce_weight_rate_bpp motion_ifce_bias_rate_bpp motion_upsampling_weight_rate_bpp motion_upsampling_bias_rate_bpp motion_synthesis_weight_rate_bpp motion_synthesis_bias_rate_bpp 
0.303257   0.000132   35.633205  38.459425  37.437218  0.000163   36.269968  36.269968  0.000295   0.227813   477.7      2200       898.612644 0.000100   0.000062   1.000      0.500      37.051     36.948     880x1168   1027840    30         31         0          video0_1168x880_20p_yuv420_8b 0.000006   0.000000   0.000000   0.000000   0.000000   0.000000   0.000082   0.000006   0.000000   0.000000   0.000000   0.000000   0.000020   0.000000   0.000018   0.000000   
